# engine	entry	ratio	mode	metric	value
baseline-v1	pad-borealis	1.25	repeat	adv_sa_attack_ratio	0.927498
baseline-v1	pad-borealis	1.25	repeat	sa_flatness_delta	0.016291
baseline-v1	pad-borealis	1.25	repeat	sa_lufs_delta_db	0.171818
baseline-v1	pad-borealis	1.5	repeat	trailing_silence	0.000177
baseline-v1	pad-borealis	1.5	repeat	spectral_delta_db	0.149475
baseline-v1	pad-borealis	1.5	repeat	level_delta_db	0.295717
baseline-v1	pad-borealis	1.5	repeat	mod_expected_db	-4.690476
baseline-v1	pad-borealis	1.5	repeat	mod_band_peak_db	5.909383
baseline-v1	pad-borealis	1.5	repeat	mod_acf_peak	0.000000
baseline-v1	pad-borealis	1.5	repeat	adv_sa_attack_ratio	0.982249
baseline-v1	pad-borealis	1.5	repeat	sa_flatness_delta	0.015726
baseline-v1	pad-borealis	1.5	repeat	sa_lufs_delta_db	0.123524
baseline-v1	pad-borealis	2	repeat	trailing_silence	0.000089
baseline-v1	pad-borealis	2	repeat	spectral_delta_db	0.162346
baseline-v1	pad-borealis	2	repeat	level_delta_db	0.298161
baseline-v1	pad-borealis	2	repeat	mod_expected_db	-2.377783
baseline-v1	pad-borealis	2	repeat	mod_band_peak_db	9.702310
baseline-v1	pad-borealis	2	repeat	mod_acf_peak	0.082108
baseline-v1	pad-borealis	2	repeat	adv_sa_attack_ratio	0.861576
baseline-v1	pad-borealis	2	repeat	sa_flatness_delta	0.017610
baseline-v1	pad-borealis	2	repeat	sa_lufs_delta_db	0.132610
baseline-v1	pad-borealis	4	repeat	trailing_silence	0.002413
baseline-v1	pad-borealis	4	repeat	spectral_delta_db	0.135011
baseline-v1	pad-borealis	4	repeat	level_delta_db	0.277525
baseline-v1	pad-borealis	4	repeat	mod_expected_db	2.790922
baseline-v1	pad-borealis	4	repeat	mod_band_peak_db	6.695534
baseline-v1	pad-borealis	4	repeat	mod_acf_peak	0.299865
baseline-v1	pad-borealis	4	repeat	adv_sa_attack_ratio	0.753572
baseline-v1	pad-borealis	4	repeat	sa_flatness_delta	0.021021
baseline-v1	pad-borealis	4	repeat	sa_lufs_delta_db	0.109306
baseline-v1	pad-borealis	1.1	once	trailing_silence	0.000402
baseline-v1	pad-borealis	1.1	once	mod_expected_db	5.249124
baseline-v1	pad-borealis	1.1	once	mod_band_peak_db	11.554144
baseline-v1	pad-borealis	1.1	once	mod_acf_peak	0.105422
baseline-v1	pad-borealis	1.1	once	adv_sa_attack_ratio	0.969669
baseline-v1	pad-borealis	1.1	once	sa_flatness_delta	0.010370
baseline-v1	pad-borealis	1.1	once	sa_lufs_delta_db	0.081703
baseline-v1	pad-borealis	1.1	pingpong	trailing_silence	0.000161
baseline-v1	pad-borealis	1.1	pingpong	spectral_delta_db	0.152814
baseline-v1	pad-borealis	1.1	pingpong	level_delta_db	0.258352
baseline-v1	pad-borealis	1.1	pingpong	mod_expected_db	2.391905
baseline-v1	pad-borealis	1.1	pingpong	mod_band_peak_db	7.270553
baseline-v1	pad-borealis	1.1	pingpong	mod_acf_peak	0.000000
baseline-v1	pad-borealis	1.1	pingpong	adv_sa_attack_ratio	0.847419
baseline-v1	pad-borealis	1.1	pingpong	sa_flatness_delta	0.017563
baseline-v1	pad-borealis	1.1	pingpong	sa_lufs_delta_db	0.089258
baseline-v1	pad-borealis	1.25	once	trailing_silence	0.000779
baseline-v1	pad-borealis	1.25	once	mod_expected_db	-0.015982
baseline-v1	pad-borealis	1.25	once	mod_band_peak_db	17.930697
baseline-v1	pad-borealis	1.25	once	mod_acf_peak	0.503783
baseline-v1	pad-borealis	1.25	once	adv_sa_attack_ratio	1.250345
baseline-v1	pad-borealis	1.25	once	sa_flatness_delta	0.010387
baseline-v1	pad-borealis	1.25	once	sa_lufs_delta_db	0.525248
baseline-v1	pad-borealis	1.25	pingpong	trailing_silence	0.000000
baseline-v1	pad-borealis	1.25	pingpong	spectral_delta_db	0.152185
baseline-v1	pad-borealis	1.25	pingpong	level_delta_db	0.235254
baseline-v1	pad-borealis	1.25	pingpong	mod_expected_db	-9.899921
baseline-v1	pad-borealis	1.25	pingpong	mod_band_peak_db	8.430611
baseline-v1	pad-borealis	1.25	pingpong	mod_acf_peak	0.000000
baseline-v1	pad-borealis	1.25	pingpong	adv_sa_attack_ratio	0.928309
baseline-v1	pad-borealis	1.25	pingpong	sa_flatness_delta	0.016713
baseline-v1	pad-borealis	1.25	pingpong	sa_lufs_delta_db	0.074457
baseline-v1	pad-drone	0.8	repeat	trailing_silence	0.000176
baseline-v1	pad-drone	0.8	repeat	spectral_delta_db	0.800040
baseline-v1	pad-drone	0.8	repeat	level_delta_db	0.303614
baseline-v1	pad-drone	0.8	repeat	adv_sa_attack_ratio	0.770958
baseline-v1	pad-drone	0.8	repeat	sa_flatness_delta	0.000727
baseline-v1	pad-drone	0.8	repeat	sa_lufs_delta_db	0.255102
baseline-v1	pad-drone	0.9	repeat	trailing_silence	0.000156
baseline-v1	pad-drone	0.9	repeat	spectral_delta_db	0.406427
baseline-v1	pad-drone	0.9	repeat	level_delta_db	0.126663
baseline-v1	pad-drone	0.9	repeat	adv_sa_attack_ratio	1.066963
baseline-v1	pad-drone	0.9	repeat	sa_flatness_delta	0.000737
baseline-v1	pad-drone	0.9	repeat	sa_lufs_delta_db	0.079546
baseline-v1	pad-drone	1.1	repeat	trailing_silence	0.000831
baseline-v1	pad-drone	1.1	repeat	spectral_delta_db	1.181455
baseline-v1	pad-drone	1.1	repeat	level_delta_db	0.325951
baseline-v1	pad-drone	1.1	repeat	mod_expected_db	-4.212035
baseline-v1	pad-drone	1.1	repeat	mod_band_peak_db	14.092968
baseline-v1	pad-drone	1.1	repeat	mod_acf_peak	0.000000
baseline-v1	pad-drone	1.1	repeat	adv_sa_attack_ratio	0.986595
baseline-v1	pad-drone	1.1	repeat	sa_flatness_delta	0.001290
baseline-v1	pad-drone	1.1	repeat	sa_lufs_delta_db	0.274736
baseline-v1	pad-drone	1.25	repeat	trailing_silence	0.000112
baseline-v1	pad-drone	1.25	repeat	spectral_delta_db	1.080226
baseline-v1	pad-drone	1.25	repeat	level_delta_db	0.297584
baseline-v1	pad-drone	1.25	repeat	mod_expected_db	4.106743
baseline-v1	pad-drone	1.25	repeat	mod_band_peak_db	12.868246
baseline-v1	pad-drone	1.25	repeat	mod_acf_peak	0.000000
baseline-v1	pad-drone	1.25	repeat	adv_sa_attack_ratio	0.976798
baseline-v1	pad-drone	1.25	repeat	sa_flatness_delta	0.001027
baseline-v1	pad-drone	1.25	repeat	sa_lufs_delta_db	0.242895
baseline-v1	pad-drone	1.5	repeat	trailing_silence	0.000141
baseline-v1	pad-drone	1.5	repeat	spectral_delta_db	0.995076
baseline-v1	pad-drone	1.5	repeat	level_delta_db	0.274753
baseline-v1	pad-drone	1.5	repeat	mod_expected_db	7.270855
baseline-v1	pad-drone	1.5	repeat	mod_band_peak_db	7.270855
baseline-v1	pad-drone	1.5	repeat	mod_acf_peak	0.000000
baseline-v1	pad-drone	1.5	repeat	adv_sa_attack_ratio	0.894173
baseline-v1	pad-drone	1.5	repeat	sa_flatness_delta	0.000730
baseline-v1	pad-drone	1.5	repeat	sa_lufs_delta_db	0.224482
baseline-v1	pad-drone	2	repeat	trailing_silence	0.000070
baseline-v1	pad-drone	2	repeat	spectral_delta_db	1.012973
baseline-v1	pad-drone	2	repeat	level_delta_db	0.244226
baseline-v1	pad-drone	2	repeat	mod_expected_db	4.068110
baseline-v1	pad-drone	2	repeat	mod_band_peak_db	6.396472
baseline-v1	pad-drone	2	repeat	mod_acf_peak	0.000000
baseline-v1	pad-drone	2	repeat	adv_sa_attack_ratio	0.942273
baseline-v1	pad-drone	2	repeat	sa_flatness_delta	0.001307
baseline-v1	pad-drone	2	repeat	sa_lufs_delta_db	0.203442
baseline-v1	pad-drone	4	repeat	trailing_silence	0.000018
baseline-v1	pad-drone	4	repeat	spectral_delta_db	1.034013
baseline-v1	pad-drone	4	repeat	level_delta_db	0.223645
baseline-v1	pad-drone	4	repeat	mod_expected_db	-2.752799
baseline-v1	pad-drone	4	repeat	mod_band_peak_db	3.119588
baseline-v1	pad-drone	4	repeat	mod_acf_peak	0.068366
baseline-v1	pad-drone	4	repeat	adv_sa_attack_ratio	0.940817
baseline-v1	pad-drone	4	repeat	sa_flatness_delta	0.001750
baseline-v1	pad-drone	4	repeat	sa_lufs_delta_db	0.190485
baseline-v1	pad-drone	1.1	once	trailing_silence	0.000128
baseline-v1	pad-drone	1.1	once	mod_expected_db	0.212360
baseline-v1	pad-drone	1.1	once	mod_band_peak_db	13.793681
baseline-v1	pad-drone	1.1	once	mod_acf_peak	0.000000
baseline-v1	pad-drone	1.1	once	adv_sa_attack_ratio	0.815520
baseline-v1	pad-drone	1.1	once	sa_flatness_delta	0.000637
baseline-v1	pad-drone	1.1	once	sa_lufs_delta_db	0.163706
baseline-v1	pad-drone	1.1	pingpong	trailing_silence	0.000831
baseline-v1	pad-drone	1.1	pingpong	spectral_delta_db	1.236970
baseline-v1	pad-drone	1.1	pingpong	level_delta_db	0.215304
baseline-v1	pad-drone	1.1	pingpong	mod_expected_db	-0.567038
baseline-v1	pad-drone	1.1	pingpong	mod_band_peak_db	13.066773
baseline-v1	pad-drone	1.1	pingpong	mod_acf_peak	0.000000
baseline-v1	pad-drone	1.1	pingpong	adv_sa_attack_ratio	0.815577
baseline-v1	pad-drone	1.1	pingpong	sa_flatness_delta	0.001155
baseline-v1	pad-drone	1.1	pingpong	sa_lufs_delta_db	0.167183
baseline-v1	pad-drone	1.25	once	trailing_silence	0.001744
baseline-v1	pad-drone	1.25	once	mod_expected_db	-2.118883
baseline-v1	pad-drone	1.25	once	mod_band_peak_db	18.884428
baseline-v1	pad-drone	1.25	once	mod_acf_peak	0.337347
baseline-v1	pad-drone	1.25	once	adv_sa_attack_ratio	0.730891
baseline-v1	pad-drone	1.25	once	sa_flatness_delta	0.000588
baseline-v1	pad-drone	1.25	once	sa_lufs_delta_db	0.604757
baseline-v1	pad-drone	1.25	pingpong	trailing_silence	0.000112
baseline-v1	pad-drone	1.25	pingpong	spectral_delta_db	1.053102
baseline-v1	pad-drone	1.25	pingpong	level_delta_db	0.202652
baseline-v1	pad-drone	1.25	pingpong	mod_expected_db	2.794459
baseline-v1	pad-drone	1.25	pingpong	mod_band_peak_db	8.312379
baseline-v1	pad-drone	1.25	pingpong	mod_acf_peak	0.000000
baseline-v1	pad-drone	1.25	pingpong	adv_sa_attack_ratio	0.815310
baseline-v1	pad-drone	1.25	pingpong	sa_flatness_delta	0.000914
baseline-v1	pad-drone	1.25	pingpong	sa_lufs_delta_db	0.155371
baseline-v1	guitar-chords	0.8	repeat	trailing_silence	0.000130
baseline-v1	guitar-chords	0.8	repeat	spectral_delta_db	0.152689
baseline-v1	guitar-chords	0.8	repeat	level_delta_db	0.230579
baseline-v1	guitar-chords	0.8	repeat	adv_sa_attack_ratio	0.999894
baseline-v1	guitar-chords	0.8	repeat	sa_flatness_delta	0.015641
baseline-v1	guitar-chords	0.8	repeat	sa_lufs_delta_db	0.216587
baseline-v1	guitar-chords	0.9	repeat	trailing_silence	0.000116
baseline-v1	guitar-chords	0.9	repeat	spectral_delta_db	0.263795
baseline-v1	guitar-chords	0.9	repeat	level_delta_db	0.110717
baseline-v1	guitar-chords	0.9	repeat	adv_sa_attack_ratio	1.014656
baseline-v1	guitar-chords	0.9	repeat	sa_flatness_delta	0.015385
baseline-v1	guitar-chords	0.9	repeat	sa_lufs_delta_db	0.012590
baseline-v1	guitar-chords	1.1	repeat	trailing_silence	0.000095
baseline-v1	guitar-chords	1.1	repeat	spectral_delta_db	0.130730
baseline-v1	guitar-chords	1.1	repeat	level_delta_db	0.277439
baseline-v1	guitar-chords	1.1	repeat	mod_expected_db	-0.380357
baseline-v1	guitar-chords	1.1	repeat	mod_band_peak_db	11.061014
baseline-v1	guitar-chords	1.1	repeat	mod_acf_peak	0.000000
baseline-v1	guitar-chords	1.1	repeat	adv_sa_attack_ratio	1.060261
baseline-v1	guitar-chords	1.1	repeat	sa_flatness_delta	0.012178
baseline-v1	guitar-chords	1.1	repeat	sa_lufs_delta_db	0.154974
baseline-v1	guitar-chords	1.25	repeat	trailing_silence	0.000083
baseline-v1	guitar-chords	1.25	repeat	spectral_delta_db	0.126681
baseline-v1	guitar-chords	1.25	repeat	level_delta_db	0.244516
baseline-v1	guitar-chords	1.25	repeat	mod_expected_db	-8.593221
baseline-v1	guitar-chords	1.25	repeat	mod_band_peak_db	10.276942
baseline-v1	guitar-chords	1.25	repeat	mod_acf_peak	0.000000
baseline-v1	guitar-chords	1.25	repeat	adv_sa_attack_ratio	1.022532
baseline-v1	guitar-chords	1.25	repeat	sa_flatness_delta	0.013403
baseline-v1	guitar-chords	1.25	repeat	sa_lufs_delta_db	0.097530
baseline-v1	guitar-chords	1.5	repeat	trailing_silence	0.000069
baseline-v1	guitar-chords	1.5	repeat	spectral_delta_db	0.164348
baseline-v1	guitar-chords	1.5	repeat	level_delta_db	0.264074
baseline-v1	guitar-chords	1.5	repeat	mod_expected_db	-0.741853
baseline-v1	guitar-chords	1.5	repeat	mod_band_peak_db	10.516277
baseline-v1	guitar-chords	1.5	repeat	mod_acf_peak	0.000000
baseline-v1	guitar-chords	1.5	repeat	adv_sa_attack_ratio	0.826382
baseline-v1	guitar-chords	1.5	repeat	sa_flatness_delta	0.014061
baseline-v1	guitar-chords	1.5	repeat	sa_lufs_delta_db	0.110523
baseline-v1	guitar-chords	2	repeat	trailing_silence	0.000052
baseline-v1	guitar-chords	2	repeat	spectral_delta_db	0.152464
baseline-v1	guitar-chords	2	repeat	level_delta_db	0.272979
baseline-v1	guitar-chords	2	repeat	mod_expected_db	-10.526023
baseline-v1	guitar-chords	2	repeat	mod_band_peak_db	8.459338
baseline-v1	guitar-chords	2	repeat	mod_acf_peak	0.000000
baseline-v1	guitar-chords	2	repeat	adv_sa_attack_ratio	0.851043
baseline-v1	guitar-chords	2	repeat	sa_flatness_delta	0.012525
baseline-v1	guitar-chords	2	repeat	sa_lufs_delta_db	0.045370
baseline-v1	guitar-chords	4	repeat	trailing_silence	0.000026
baseline-v1	guitar-chords	4	repeat	spectral_delta_db	0.198739
baseline-v1	guitar-chords	4	repeat	level_delta_db	0.282991
baseline-v1	guitar-chords	4	repeat	mod_expected_db	-3.927137
baseline-v1	guitar-chords	4	repeat	mod_band_peak_db	4.413758
baseline-v1	guitar-chords	4	repeat	mod_acf_peak	0.000000
baseline-v1	guitar-chords	4	repeat	adv_sa_attack_ratio	0.855140
baseline-v1	guitar-chords	4	repeat	sa_flatness_delta	0.012902
baseline-v1	guitar-chords	4	repeat	sa_lufs_delta_db	0.005907
baseline-v1	guitar-chords	1.1	once	trailing_silence	0.001847
baseline-v1	guitar-chords	1.1	once	mod_expected_db	3.600449
baseline-v1	guitar-chords	1.1	once	mod_band_peak_db	11.029842
baseline-v1	guitar-chords	1.1	once	mod_acf_peak	0.000000
baseline-v1	guitar-chords	1.1	once	adv_sa_attack_ratio	1.035668
baseline-v1	guitar-chords	1.1	once	sa_flatness_delta	0.013570
baseline-v1	guitar-chords	1.1	once	sa_lufs_delta_db	0.077168
baseline-v1	guitar-chords	1.1	pingpong	trailing_silence	0.000095
baseline-v1	guitar-chords	1.1	pingpong	spectral_delta_db	0.178849
baseline-v1	guitar-chords	1.1	pingpong	level_delta_db	0.293628
baseline-v1	guitar-chords	1.1	pingpong	mod_expected_db	-1.098917
baseline-v1	guitar-chords	1.1	pingpong	mod_band_peak_db	11.185835
baseline-v1	guitar-chords	1.1	pingpong	mod_acf_peak	0.000000
baseline-v1	guitar-chords	1.1	pingpong	adv_sa_attack_ratio	1.069889
baseline-v1	guitar-chords	1.1	pingpong	sa_flatness_delta	0.012798
baseline-v1	guitar-chords	1.1	pingpong	sa_lufs_delta_db	0.177113
baseline-v1	guitar-chords	1.25	once	trailing_silence	0.002792
baseline-v1	guitar-chords	1.25	once	mod_expected_db	-10.330182
baseline-v1	guitar-chords	1.25	once	mod_band_peak_db	13.063015
baseline-v1	guitar-chords	1.25	once	mod_acf_peak	0.000000
baseline-v1	guitar-chords	1.25	once	adv_sa_attack_ratio	1.342147
baseline-v1	guitar-chords	1.25	once	sa_flatness_delta	0.014212
baseline-v1	guitar-chords	1.25	once	sa_lufs_delta_db	0.539570
baseline-v1	guitar-chords	1.25	pingpong	trailing_silence	0.000083
baseline-v1	guitar-chords	1.25	pingpong	spectral_delta_db	0.187733
baseline-v1	guitar-chords	1.25	pingpong	level_delta_db	0.270162
baseline-v1	guitar-chords	1.25	pingpong	mod_expected_db	-12.083063
baseline-v1	guitar-chords	1.25	pingpong	mod_band_peak_db	9.886702
baseline-v1	guitar-chords	1.25	pingpong	mod_acf_peak	0.000000
baseline-v1	guitar-chords	1.25	pingpong	adv_sa_attack_ratio	1.238950
baseline-v1	guitar-chords	1.25	pingpong	sa_flatness_delta	0.013042
baseline-v1	guitar-chords	1.25	pingpong	sa_lufs_delta_db	0.069164
baseline-v1	dub-chords	0.8	repeat	trailing_silence	0.000326
baseline-v1	dub-chords	0.8	repeat	spectral_delta_db	0.044203
baseline-v1	dub-chords	0.8	repeat	level_delta_db	0.175383
baseline-v1	dub-chords	0.8	repeat	adv_sa_attack_ratio	1.527905
baseline-v1	dub-chords	0.8	repeat	sa_flatness_delta	0.000194
baseline-v1	dub-chords	0.8	repeat	sa_lufs_delta_db	0.552879
baseline-v1	dub-chords	0.9	repeat	trailing_silence	0.000289
baseline-v1	dub-chords	0.9	repeat	spectral_delta_db	0.066601
baseline-v1	dub-chords	0.9	repeat	level_delta_db	0.046596
baseline-v1	dub-chords	0.9	repeat	adv_sa_attack_ratio	1.408962
baseline-v1	dub-chords	0.9	repeat	sa_flatness_delta	0.000036
baseline-v1	dub-chords	0.9	repeat	sa_lufs_delta_db	0.125509
baseline-v1	dub-chords	1.1	repeat	trailing_silence	0.000237
baseline-v1	dub-chords	1.1	repeat	spectral_delta_db	0.074044
baseline-v1	dub-chords	1.1	repeat	level_delta_db	0.138876
baseline-v1	dub-chords	1.1	repeat	mod_expected_db	0.710209
baseline-v1	dub-chords	1.1	repeat	mod_band_peak_db	7.571310
baseline-v1	dub-chords	1.1	repeat	mod_acf_peak	0.000000
baseline-v1	dub-chords	1.1	repeat	adv_sa_attack_ratio	1.622395
baseline-v1	dub-chords	1.1	repeat	sa_flatness_delta	0.001213
baseline-v1	dub-chords	1.1	repeat	sa_lufs_delta_db	0.326609
baseline-v1	dub-chords	1.25	repeat	trailing_silence	0.000208
baseline-v1	dub-chords	1.25	repeat	spectral_delta_db	0.054465
baseline-v1	dub-chords	1.25	repeat	level_delta_db	0.140092
baseline-v1	dub-chords	1.25	repeat	mod_expected_db	1.787695
baseline-v1	dub-chords	1.25	repeat	mod_band_peak_db	7.087228
baseline-v1	dub-chords	1.25	repeat	mod_acf_peak	0.000000
baseline-v1	dub-chords	1.25	repeat	adv_sa_attack_ratio	1.595185
baseline-v1	dub-chords	1.25	repeat	sa_flatness_delta	0.000787
baseline-v1	dub-chords	1.25	repeat	sa_lufs_delta_db	0.712194
baseline-v1	dub-chords	1.5	repeat	trailing_silence	0.000174
baseline-v1	dub-chords	1.5	repeat	spectral_delta_db	0.109341
baseline-v1	dub-chords	1.5	repeat	level_delta_db	0.120340
baseline-v1	dub-chords	1.5	repeat	mod_expected_db	-4.078279
baseline-v1	dub-chords	1.5	repeat	mod_band_peak_db	6.918351
baseline-v1	dub-chords	1.5	repeat	mod_acf_peak	0.000000
baseline-v1	dub-chords	1.5	repeat	adv_sa_attack_ratio	1.631743
baseline-v1	dub-chords	1.5	repeat	sa_flatness_delta	0.000506
baseline-v1	dub-chords	1.5	repeat	sa_lufs_delta_db	0.387228
baseline-v1	dub-chords	2	repeat	trailing_silence	0.000130
baseline-v1	dub-chords	2	repeat	spectral_delta_db	0.187440
baseline-v1	dub-chords	2	repeat	level_delta_db	0.152611
baseline-v1	dub-chords	2	repeat	mod_expected_db	0.696351
baseline-v1	dub-chords	2	repeat	mod_band_peak_db	2.192667
baseline-v1	dub-chords	2	repeat	mod_acf_peak	0.000000
baseline-v1	dub-chords	2	repeat	adv_sa_attack_ratio	1.968408
baseline-v1	dub-chords	2	repeat	sa_flatness_delta	0.001309
baseline-v1	dub-chords	2	repeat	sa_lufs_delta_db	0.183235
baseline-v1	dub-chords	4	repeat	trailing_silence	0.000065
baseline-v1	dub-chords	4	repeat	spectral_delta_db	0.212162
baseline-v1	dub-chords	4	repeat	level_delta_db	0.135270
baseline-v1	dub-chords	4	repeat	mod_expected_db	-12.397903
baseline-v1	dub-chords	4	repeat	mod_band_peak_db	1.262670
baseline-v1	dub-chords	4	repeat	mod_acf_peak	0.042236
baseline-v1	dub-chords	4	repeat	adv_sa_attack_ratio	1.755433
baseline-v1	dub-chords	4	repeat	sa_flatness_delta	0.001448
baseline-v1	dub-chords	4	repeat	sa_lufs_delta_db	0.412464
baseline-v1	dub-chords	1.1	once	trailing_silence	0.033499
baseline-v1	dub-chords	1.1	once	mod_expected_db	4.361423
baseline-v1	dub-chords	1.1	once	mod_band_peak_db	9.551472
baseline-v1	dub-chords	1.1	once	mod_acf_peak	0.000000
baseline-v1	dub-chords	1.1	once	adv_sa_attack_ratio	1.038676
baseline-v1	dub-chords	1.1	once	sa_flatness_delta	0.000210
baseline-v1	dub-chords	1.1	once	sa_lufs_delta_db	0.369864
baseline-v1	dub-chords	1.1	pingpong	trailing_silence	0.000237
baseline-v1	dub-chords	1.1	pingpong	spectral_delta_db	0.137028
baseline-v1	dub-chords	1.1	pingpong	level_delta_db	0.287951
baseline-v1	dub-chords	1.1	pingpong	mod_expected_db	-2.151084
baseline-v1	dub-chords	1.1	pingpong	mod_band_peak_db	6.503941
baseline-v1	dub-chords	1.1	pingpong	mod_acf_peak	0.000000
baseline-v1	dub-chords	1.1	pingpong	adv_sa_attack_ratio	1.300701
baseline-v1	dub-chords	1.1	pingpong	sa_flatness_delta	0.001011
baseline-v1	dub-chords	1.1	pingpong	sa_lufs_delta_db	0.022581
baseline-v1	dub-chords	1.25	once	trailing_silence	0.073438
baseline-v1	dub-chords	1.25	once	mod_expected_db	1.509658
baseline-v1	dub-chords	1.25	once	mod_band_peak_db	11.552361
baseline-v1	dub-chords	1.25	once	mod_acf_peak	0.000000
baseline-v1	dub-chords	1.25	once	adv_sa_attack_ratio	1.126767
baseline-v1	dub-chords	1.25	once	sa_flatness_delta	0.001277
baseline-v1	dub-chords	1.25	once	sa_lufs_delta_db	0.626291
baseline-v1	dub-chords	1.25	pingpong	trailing_silence	0.000208
baseline-v1	dub-chords	1.25	pingpong	spectral_delta_db	0.133233
baseline-v1	dub-chords	1.25	pingpong	level_delta_db	0.224048
baseline-v1	dub-chords	1.25	pingpong	mod_expected_db	1.074692
baseline-v1	dub-chords	1.25	pingpong	mod_band_peak_db	5.574750
baseline-v1	dub-chords	1.25	pingpong	mod_acf_peak	0.000000
baseline-v1	dub-chords	1.25	pingpong	adv_sa_attack_ratio	1.410685
baseline-v1	dub-chords	1.25	pingpong	sa_flatness_delta	0.001016
baseline-v1	dub-chords	1.25	pingpong	sa_lufs_delta_db	0.329710
baseline-v1	story	0.8	repeat	trailing_silence	0.037265
baseline-v1	story	0.8	repeat	spectral_delta_db	0.558739
baseline-v1	story	0.8	repeat	adv_attack_rise_ratio	1.364155
baseline-v1	story	0.8	repeat	adv_attack_crest_ratio	1.025841
baseline-v1	story	0.8	repeat	adv_attack_extra_peaks	1.500000
baseline-v1	story	0.8	repeat	sa_attack_ratio	1.110686
baseline-v1	story	0.8	repeat	sa_flatness_delta	0.008359
baseline-v1	story	0.8	repeat	sa_lufs_delta_db	0.097136
baseline-v1	story	0.9	repeat	trailing_silence	0.048538
baseline-v1	story	0.9	repeat	spectral_delta_db	0.406410
baseline-v1	story	0.9	repeat	adv_attack_rise_ratio	1.364155
baseline-v1	story	0.9	repeat	adv_attack_crest_ratio	1.011017
baseline-v1	story	0.9	repeat	adv_attack_extra_peaks	2.333333
baseline-v1	story	0.9	repeat	sa_attack_ratio	1.012361
baseline-v1	story	0.9	repeat	sa_flatness_delta	0.003856
baseline-v1	story	0.9	repeat	sa_lufs_delta_db	0.024323
baseline-v1	story	1.1	repeat	trailing_silence	0.000000
baseline-v1	story	1.1	repeat	spectral_delta_db	0.555962
baseline-v1	story	1.1	repeat	mod_expected_db	0.366685
baseline-v1	story	1.1	repeat	mod_band_peak_db	6.603789
baseline-v1	story	1.1	repeat	mod_acf_peak	0.000000
baseline-v1	story	1.1	repeat	adv_attack_rise_ratio	0.252618
baseline-v1	story	1.1	repeat	adv_attack_crest_ratio	1.215872
baseline-v1	story	1.1	repeat	adv_attack_extra_peaks	2.000000
baseline-v1	story	1.1	repeat	sa_attack_ratio	1.069813
baseline-v1	story	1.1	repeat	sa_flatness_delta	0.002904
baseline-v1	story	1.1	repeat	sa_lufs_delta_db	0.082939
baseline-v1	story	1.25	repeat	trailing_silence	0.000000
baseline-v1	story	1.25	repeat	spectral_delta_db	0.580595
baseline-v1	story	1.25	repeat	mod_expected_db	-2.904983
baseline-v1	story	1.25	repeat	mod_band_peak_db	10.462480
baseline-v1	story	1.25	repeat	mod_acf_peak	0.000000
baseline-v1	story	1.25	repeat	adv_attack_rise_ratio	1.171270
baseline-v1	story	1.25	repeat	adv_attack_crest_ratio	1.232806
baseline-v1	story	1.25	repeat	adv_attack_extra_peaks	1.666667
baseline-v1	story	1.25	repeat	sa_attack_ratio	1.081490
baseline-v1	story	1.25	repeat	sa_flatness_delta	0.005628
baseline-v1	story	1.25	repeat	sa_lufs_delta_db	0.020452
baseline-v1	story	1.5	repeat	trailing_silence	0.000173
baseline-v1	story	1.5	repeat	spectral_delta_db	0.477610
baseline-v1	story	1.5	repeat	mod_expected_db	-8.723579
baseline-v1	story	1.5	repeat	mod_band_peak_db	10.550455
baseline-v1	story	1.5	repeat	mod_acf_peak	0.000000
baseline-v1	story	1.5	repeat	adv_attack_rise_ratio	0.959584
baseline-v1	story	1.5	repeat	adv_attack_crest_ratio	1.239412
baseline-v1	story	1.5	repeat	adv_attack_extra_peaks	2.000000
baseline-v1	story	1.5	repeat	sa_attack_ratio	1.066415
baseline-v1	story	1.5	repeat	sa_flatness_delta	0.004269
baseline-v1	story	1.5	repeat	sa_lufs_delta_db	0.156576
baseline-v1	story	2	repeat	trailing_silence	0.000130
baseline-v1	story	2	repeat	spectral_delta_db	0.514109
baseline-v1	story	2	repeat	mod_expected_db	0.161448
baseline-v1	story	2	repeat	mod_band_peak_db	4.545423
baseline-v1	story	2	repeat	mod_acf_peak	0.000000
baseline-v1	story	2	repeat	adv_attack_rise_ratio	0.718680
baseline-v1	story	2	repeat	adv_attack_crest_ratio	1.026952
baseline-v1	story	2	repeat	adv_attack_extra_peaks	2.333333
baseline-v1	story	2	repeat	sa_attack_ratio	1.106562
baseline-v1	story	2	repeat	sa_flatness_delta	0.002301
baseline-v1	story	2	repeat	sa_lufs_delta_db	0.040947
baseline-v1	story	4	repeat	trailing_silence	0.000065
baseline-v1	story	4	repeat	spectral_delta_db	0.457122
baseline-v1	story	4	repeat	mod_expected_db	-9.420353
baseline-v1	story	4	repeat	mod_band_peak_db	6.762062
baseline-v1	story	4	repeat	mod_acf_peak	0.000000
baseline-v1	story	4	repeat	adv_attack_rise_ratio	1.741921
baseline-v1	story	4	repeat	adv_attack_crest_ratio	0.972267
baseline-v1	story	4	repeat	adv_attack_extra_peaks	2.000000
baseline-v1	story	4	repeat	sa_attack_ratio	0.983286
baseline-v1	story	4	repeat	sa_flatness_delta	0.003751
baseline-v1	story	4	repeat	sa_lufs_delta_db	0.082819
baseline-v1	story	1.1	once	trailing_silence	0.065520
